customer_id,transaction_date,category,amount_inr,type,description
C000001,2024-01-27 19:00:00,atm_withdrawal,10818,debit,ATM withdrawal
C000001,2024-01-31 09:00:00,salary,35819,credit,Salary credit
C000001,2024-02-01 19:00:00,atm_withdrawal,15473,debit,ATM withdrawal
C000001,2024-02-01 19:34:00,discretionary_restaurant,413,debit,Discretionary Restaurant
C000001,2024-02-01 21:00:00,atm_withdrawal,15942,debit,ATM withdrawal
C000001,2024-02-03 14:00:00,atm_withdrawal,16444,debit,ATM withdrawal
C000001,2024-02-04 11:00:00,savings_deposit,9908,credit,Savings deposit
C000001,2024-02-04 19:49:00,discretionary_entertainment,2970,debit,Discretionary Entertainment
C000001,2024-02-05 19:00:00,atm_withdrawal,4885,debit,ATM withdrawal
C000001,2024-02-06 08:16:00,discretionary_restaurant,1752,debit,Discretionary Restaurant
C000001,2024-02-06 10:00:00,utility_phone,555,debit,Utility Phone payment
C000001,2024-02-07 15:44:00,discretionary_restaurant,1249,debit,Discretionary Restaurant
C000001,2024-02-07 17:00:00,atm_withdrawal,15071,debit,ATM withdrawal
C000001,2024-02-08 11:53:00,discretionary_restaurant,283,debit,Discretionary Restaurant
C000001,2024-02-09 16:00:00,atm_withdrawal,6581,debit,ATM withdrawal
C000001,2024-02-09 20:53:00,discretionary_restaurant,1926,debit,Discretionary Restaurant
C000001,2024-02-09 21:05:00,discretionary_restaurant,2126,debit,Discretionary Restaurant
C000001,2024-02-10 09:37:00,discretionary_entertainment,710,debit,Discretionary Entertainment
C000001,2024-02-10 17:43:00,discretionary_entertainment,3574,debit,Discretionary Entertainment
C000001,2024-02-11 11:00:00,atm_withdrawal,9988,debit,ATM withdrawal
C000001,2024-02-11 11:29:00,discretionary_restaurant,1538,debit,Discretionary Restaurant
C000001,2024-02-11 20:56:00,discretionary_restaurant,1752,debit,Discretionary Restaurant
C000001,2024-02-12 09:32:00,discretionary_shopping,11609,debit,Discretionary Shopping
C000001,2024-02-12 11:41:00,discretionary_restaurant,481,debit,Discretionary Restaurant
C000001,2024-02-12 16:27:00,discretionary_shopping,11838,debit,Discretionary Shopping
C000001,2024-02-12 20:00:00,atm_withdrawal,13588,debit,ATM withdrawal
C000001,2024-02-13 19:12:00,discretionary_entertainment,1122,debit,Discretionary Entertainment
C000001,2024-02-14 10:00:00,utility_electricity,5227,debit,Utility Electricity payment
C000001,2024-02-14 10:55:00,discretionary_restaurant,2091,debit,Discretionary Restaurant
C000001,2024-02-15 10:00:00,utility_water,1455,debit,Utility Water payment
C000001,2024-02-15 13:00:00,atm_withdrawal,14295,debit,ATM withdrawal
C000001,2024-02-15 18:00:00,atm_withdrawal,7511,debit,ATM withdrawal
C000001,2024-02-16 09:00:00,atm_withdrawal,9102,debit,ATM withdrawal
C000001,2024-02-16 18:07:00,discretionary_restaurant,2510,debit,Discretionary Restaurant
C000001,2024-02-16 20:00:00,atm_withdrawal,9136,debit,ATM withdrawal
C000001,2024-02-19 19:53:00,discretionary_entertainment,2489,debit,Discretionary Entertainment
C000001,2024-02-20 10:15:00,discretionary_restaurant,717,debit,Discretionary Restaurant
C000001,2024-02-20 14:00:00,atm_withdrawal,11106,debit,ATM withdrawal
C000001,2024-02-21 14:00:00,atm_withdrawal,12091,debit,ATM withdrawal
C000001,2024-02-24 19:07:00,discretionary_entertainment,1841,debit,Discretionary Entertainment
C000001,2024-02-24 22:00:00,atm_withdrawal,17818,debit,ATM withdrawal
C000001,2024-02-25 11:00:00,savings_deposit,15317,credit,Savings deposit
C000001,2024-02-25 13:10:00,discretionary_restaurant,2681,debit,Discretionary Restaurant
C000001,2024-02-25 18:02:00,discretionary_restaurant,327,debit,Discretionary Restaurant
C000001,2024-02-26 17:50:00,discretionary_shopping,1672,debit,Discretionary Shopping
C000001,2024-02-26 23:00:00,atm_withdrawal,14691,debit,ATM withdrawal
C000001,2024-02-27 14:00:00,atm_withdrawal,7280,debit,ATM withdrawal
C000001,2024-02-28 13:00:00,atm_withdrawal,15610,debit,ATM withdrawal
C000001,2024-02-29 09:00:00,salary,35819,credit,Salary credit
C000001,2024-03-02 16:18:00,discretionary_shopping,12426,debit,Discretionary Shopping
C000001,2024-03-05 10:00:00,utility_phone,2123,debit,Utility Phone payment
C000001,2024-03-05 15:00:00,atm_withdrawal,3395,debit,ATM withdrawal
C000001,2024-03-05 18:55:00,discretionary_shopping,13333,debit,Discretionary Shopping
C000001,2024-03-06 12:00:00,discretionary_shopping,12600,debit,Discretionary Shopping
C000001,2024-03-07 12:14:00,discretionary_shopping,6912,debit,Discretionary Shopping
C000001,2024-03-07 19:30:00,discretionary_entertainment,2765,debit,Discretionary Entertainment
C000001,2024-03-08 09:00:00,atm_withdrawal,11143,debit,ATM withdrawal
C000001,2024-03-09 11:07:00,discretionary_entertainment,2077,debit,Discretionary Entertainment
C000001,2024-03-09 21:30:00,discretionary_shopping,2869,debit,Discretionary Shopping
C000001,2024-03-10 11:00:00,savings_deposit,4660,credit,Savings deposit
C000001,2024-03-10 11:25:00,discretionary_restaurant,1196,debit,Discretionary Restaurant
C000001,2024-03-10 18:37:00,discretionary_restaurant,1711,debit,Discretionary Restaurant
C000001,2024-03-11 09:47:00,discretionary_entertainment,4889,debit,Discretionary Entertainment
C000001,2024-03-12 10:00:00,utility_electricity,7657,debit,Utility Electricity payment
C000001,2024-03-12 10:00:00,utility_water,1305,debit,Utility Water payment
C000001,2024-03-12 19:29:00,discretionary_restaurant,1309,debit,Discretionary Restaurant
C000001,2024-03-13 21:00:00,atm_withdrawal,3213,debit,ATM withdrawal
C000001,2024-03-14 19:35:00,discretionary_restaurant,1554,debit,Discretionary Restaurant
C000001,2024-03-15 13:11:00,discretionary_shopping,1841,debit,Discretionary Shopping
C000001,2024-03-15 15:00:00,atm_withdrawal,16092,debit,ATM withdrawal
C000001,2024-03-16 09:55:00,discretionary_shopping,1200,debit,Discretionary Shopping
C000001,2024-03-16 16:33:00,discretionary_restaurant,1608,debit,Discretionary Restaurant
C000001,2024-03-17 18:00:00,atm_withdrawal,9381,debit,ATM withdrawal
C000001,2024-03-18 10:17:00,discretionary_shopping,1745,debit,Discretionary Shopping
C000001,2024-03-19 07:00:00,atm_withdrawal,4485,debit,ATM withdrawal
C000001,2024-03-19 07:00:00,atm_withdrawal,11988,debit,ATM withdrawal
C000001,2024-03-19 12:30:00,discretionary_shopping,8843,debit,Discretionary Shopping
C000001,2024-03-19 19:00:00,atm_withdrawal,7003,debit,ATM withdrawal
C000001,2024-03-20 12:06:00,discretionary_shopping,14641,debit,Discretionary Shopping
C000001,2024-03-20 13:00:00,atm_withdrawal,14708,debit,ATM withdrawal
C000001,2024-03-22 11:00:00,savings_deposit,8914,credit,Savings deposit
C000001,2024-03-25 19:00:00,atm_withdrawal,11933,debit,ATM withdrawal
C000001,2024-03-25 19:11:00,discretionary_entertainment,2069,debit,Discretionary Entertainment
C000001,2024-03-29 09:00:00,salary,35819,credit,Salary credit
C000001,2024-04-02 11:18:00,discretionary_restaurant,1358,debit,Discretionary Restaurant
C000001,2024-04-03 11:43:00,discretionary_shopping,14696,debit,Discretionary Shopping
C000001,2024-04-03 21:00:00,atm_withdrawal,7700,debit,ATM withdrawal
C000001,2024-04-04 15:44:00,discretionary_entertainment,2991,debit,Discretionary Entertainment
C000001,2024-04-05 11:00:00,savings_deposit,2945,credit,Savings deposit
C000001,2024-04-06 16:00:00,atm_withdrawal,8744,debit,ATM withdrawal
C000001,2024-04-06 20:19:00,discretionary_restaurant,2637,debit,Discretionary Restaurant
C000001,2024-04-07 10:00:00,utility_water,453,debit,Utility Water payment
C000001,2024-04-09 11:00:00,atm_withdrawal,11590,debit,ATM withdrawal
C000001,2024-04-09 16:00:00,atm_withdrawal,3899,debit,ATM withdrawal
C000001,2024-04-11 10:00:00,utility_phone,505,debit,Utility Phone payment
C000001,2024-04-11 11:00:00,savings_deposit,2448,credit,Savings deposit
C000001,2024-04-12 18:48:00,upi_lending_app,11246,debit,UPI to Flipkart Pay Later
C000001,2024-04-13 10:00:00,utility_electricity,3423,debit,Utility Electricity payment
C000001,2024-04-14 09:34:00,discretionary_restaurant,1120,debit,Discretionary Restaurant
C000001,2024-04-14 16:00:00,atm_withdrawal,7260,debit,ATM withdrawal
C000001,2024-04-14 21:00:00,atm_withdrawal,17877,debit,ATM withdrawal
C000001,2024-04-15 08:00:00,atm_withdrawal,7153,debit,ATM withdrawal
C000001,2024-04-15 15:03:00,upi_lending_app,9494,debit,UPI to Lazypay
C000001,2024-04-15 21:03:00,upi_lending_app,5375,debit,UPI to Lazypay
C000001,2024-04-17 06:00:00,atm_withdrawal,12775,debit,ATM withdrawal
C000001,2024-04-17 20:00:00,atm_withdrawal,17008,debit,ATM withdrawal
C000001,2024-04-18 11:59:00,upi_lending_app,8178,debit,UPI to ZestMoney
C000001,2024-04-18 15:28:00,discretionary_entertainment,1158,debit,Discretionary Entertainment
C000001,2024-04-19 07:00:00,atm_withdrawal,14502,debit,ATM withdrawal
C000001,2024-04-20 08:56:00,discretionary_entertainment,4039,debit,Discretionary Entertainment
C000001,2024-04-21 10:58:00,discretionary_restaurant,1288,debit,Discretionary Restaurant
C000001,2024-04-22 09:00:00,atm_withdrawal,16053,debit,ATM withdrawal
C000001,2024-04-22 11:00:00,savings_deposit,9841,credit,Savings deposit
C000001,2024-04-22 11:59:00,discretionary_restaurant,1283,debit,Discretionary Restaurant
C000001,2024-04-22 18:00:00,atm_withdrawal,15329,debit,ATM withdrawal
C000001,2024-04-22 20:59:00,discretionary_restaurant,1010,debit,Discretionary Restaurant
C000001,2024-04-23 14:17:00,discretionary_entertainment,4599,debit,Discretionary Entertainment
C000001,2024-04-23 17:30:00,discretionary_restaurant,1392,debit,Discretionary Restaurant
C000001,2024-04-23 21:00:00,atm_withdrawal,6722,debit,ATM withdrawal
C000001,2024-04-23 21:29:00,discretionary_restaurant,491,debit,Discretionary Restaurant
C000001,2024-04-24 11:00:00,savings_deposit,7189,credit,Savings deposit
C000001,2024-04-24 13:38:00,discretionary_entertainment,2551,debit,Discretionary Entertainment
C000001,2024-04-24 21:36:00,discretionary_restaurant,1382,debit,Discretionary Restaurant
C000001,2024-04-25 11:00:00,atm_withdrawal,9708,debit,ATM withdrawal
C000001,2024-04-25 18:00:00,atm_withdrawal,16170,debit,ATM withdrawal
C000001,2024-04-25 23:00:00,atm_withdrawal,2601,debit,ATM withdrawal
C000001,2024-04-26 20:40:00,discretionary_restaurant,2615,debit,Discretionary Restaurant
C000001,2024-04-27 10:04:00,discretionary_restaurant,444,debit,Discretionary Restaurant
C000001,2024-04-28 17:37:00,discretionary_shopping,1339,debit,Discretionary Shopping
C000001,2024-04-30 09:00:00,salary,35819,credit,Salary credit
C000001,2024-05-03 16:00:00,atm_withdrawal,15964,debit,ATM withdrawal
C000001,2024-05-04 20:00:00,atm_withdrawal,3633,debit,ATM withdrawal
C000001,2024-05-07 10:00:00,utility_phone,2204,debit,Utility Phone payment
C000001,2024-05-08 15:35:00,discretionary_restaurant,792,debit,Discretionary Restaurant
C000001,2024-05-08 21:49:00,discretionary_entertainment,3865,debit,Discretionary Entertainment
C000001,2024-05-09 11:00:00,savings_deposit,4961,credit,Savings deposit
C000001,2024-05-09 21:00:00,discretionary_restaurant,1358,debit,Discretionary Restaurant
C000001,2024-05-11 19:30:00,discretionary_shopping,12554,debit,Discretionary Shopping
C000001,2024-05-11 21:00:00,atm_withdrawal,16293,debit,ATM withdrawal
C000001,2024-05-11 22:50:00,discretionary_restaurant,2279,debit,Discretionary Restaurant
C000001,2024-05-12 10:00:00,utility_electricity,2929,debit,Utility Electricity payment
C000001,2024-05-13 11:58:00,discretionary_restaurant,2655,debit,Discretionary Restaurant
C000001,2024-05-14 21:30:00,discretionary_restaurant,2134,debit,Discretionary Restaurant
C000001,2024-05-15 10:00:00,utility_water,540,debit,Utility Water payment
C000001,2024-05-15 16:30:00,discretionary_restaurant,1613,debit,Discretionary Restaurant
C000001,2024-05-15 22:20:00,discretionary_entertainment,2045,debit,Discretionary Entertainment
C000001,2024-05-16 07:00:00,atm_withdrawal,4068,debit,ATM withdrawal
C000001,2024-05-16 14:00:00,atm_withdrawal,7546,debit,ATM withdrawal
C000001,2024-05-17 16:00:00,atm_withdrawal,16249,debit,ATM withdrawal
C000001,2024-05-17 19:56:00,discretionary_restaurant,759,debit,Discretionary Restaurant
C000001,2024-05-17 20:00:00,atm_withdrawal,2251,debit,ATM withdrawal
C000001,2024-05-18 07:00:00,atm_withdrawal,12116,debit,ATM withdrawal
C000001,2024-05-18 20:34:00,discretionary_entertainment,3590,debit,Discretionary Entertainment
C000001,2024-05-19 18:31:00,discretionary_restaurant,808,debit,Discretionary Restaurant
C000001,2024-05-20 18:00:00,atm_withdrawal,12646,debit,ATM withdrawal
C000001,2024-05-22 11:00:00,savings_deposit,11416,credit,Savings deposit
C000001,2024-05-22 23:00:00,atm_withdrawal,8226,debit,ATM withdrawal
C000001,2024-05-23 11:36:00,discretionary_entertainment,3637,debit,Discretionary Entertainment
C000001,2024-05-23 12:32:00,discretionary_restaurant,1319,debit,Discretionary Restaurant
C000001,2024-05-24 10:00:00,atm_withdrawal,8717,debit,ATM withdrawal
C000001,2024-05-24 12:53:00,discretionary_restaurant,2604,debit,Discretionary Restaurant
C000001,2024-05-26 14:24:00,discretionary_shopping,11873,debit,Discretionary Shopping
C000001,2024-05-28 09:17:00,discretionary_restaurant,1899,debit,Discretionary Restaurant
C000001,2024-05-28 10:00:00,atm_withdrawal,3225,debit,ATM withdrawal
C000001,2024-05-31 09:00:00,salary,35819,credit,Salary credit
C000001,2024-06-01 07:00:00,atm_withdrawal,16919,debit,ATM withdrawal
C000001,2024-06-02 11:00:00,savings_deposit,10665,credit,Savings deposit
C000001,2024-06-02 13:50:00,discretionary_restaurant,429,debit,Discretionary Restaurant
C000001,2024-06-04 07:00:00,atm_withdrawal,7061,debit,ATM withdrawal
C000001,2024-06-05 08:00:00,atm_withdrawal,16903,debit,ATM withdrawal
C000001,2024-06-05 11:33:00,discretionary_restaurant,1887,debit,Discretionary Restaurant
C000001,2024-06-05 23:00:00,atm_withdrawal,16359,debit,ATM withdrawal
C000001,2024-06-06 09:39:00,discretionary_entertainment,3633,debit,Discretionary Entertainment
C000001,2024-06-06 10:00:00,utility_electricity,7766,debit,Utility Electricity payment
C000001,2024-06-07 10:00:00,utility_water,1208,debit,Utility Water payment
C000001,2024-06-08 18:00:00,atm_withdrawal,11370,debit,ATM withdrawal
C000001,2024-06-09 10:00:00,utility_phone,1921,debit,Utility Phone payment
C000001,2024-06-09 10:00:00,atm_withdrawal,12293,debit,ATM withdrawal
C000001,2024-06-09 11:00:00,atm_withdrawal,6210,debit,ATM withdrawal
C000001,2024-06-10 06:00:00,atm_withdrawal,15599,debit,ATM withdrawal
C000001,2024-06-10 13:00:00,atm_withdrawal,11946,debit,ATM withdrawal
C000001,2024-06-10 13:23:00,discretionary_restaurant,1964,debit,Discretionary Restaurant
C000001,2024-06-10 16:00:00,atm_withdrawal,14246,debit,ATM withdrawal
C000001,2024-06-12 15:00:00,atm_withdrawal,13456,debit,ATM withdrawal
C000001,2024-06-12 22:00:00,atm_withdrawal,10221,debit,ATM withdrawal
C000001,2024-06-14 11:00:00,atm_withdrawal,5289,debit,ATM withdrawal
C000001,2024-06-15 10:09:00,upi_lending_app,7511,debit,UPI to Lazypay
C000001,2024-06-15 12:42:00,discretionary_shopping,1153,debit,Discretionary Shopping
C000001,2024-06-15 13:37:00,discretionary_shopping,5901,debit,Discretionary Shopping
C000001,2024-06-15 21:19:00,discretionary_shopping,4263,debit,Discretionary Shopping
C000001,2024-06-16 11:00:00,savings_deposit,14077,credit,Savings deposit
C000001,2024-06-19 10:14:00,discretionary_entertainment,4277,debit,Discretionary Entertainment
C000001,2024-06-19 11:00:00,savings_deposit,6049,credit,Savings deposit
C000001,2024-06-19 17:00:00,atm_withdrawal,13998,debit,ATM withdrawal
C000001,2024-06-19 18:50:00,discretionary_restaurant,937,debit,Discretionary Restaurant
C000001,2024-06-20 18:15:00,discretionary_entertainment,4576,debit,Discretionary Entertainment
C000001,2024-06-20 21:00:00,atm_withdrawal,15645,debit,ATM withdrawal
C000001,2024-06-21 12:00:00,atm_withdrawal,12172,debit,ATM withdrawal
C000001,2024-06-21 14:44:00,discretionary_shopping,5097,debit,Discretionary Shopping
C000001,2024-06-22 16:10:00,discretionary_shopping,2210,debit,Discretionary Shopping
C000001,2024-06-22 18:00:00,atm_withdrawal,6497,debit,ATM withdrawal
C000001,2024-06-23 11:00:00,savings_deposit,10590,credit,Savings deposit
C000001,2024-06-26 13:47:00,upi_lending_app,2886,debit,UPI to Simpl
C000001,2024-06-26 15:57:00,discretionary_shopping,5712,debit,Discretionary Shopping
C000001,2024-06-26 17:00:00,atm_withdrawal,5588,debit,ATM withdrawal
C000001,2024-06-26 20:00:00,atm_withdrawal,2546,debit,ATM withdrawal
C000001,2024-06-28 09:00:00,salary,35819,credit,Salary credit
C000001,2024-06-28 21:00:00,atm_withdrawal,3747,debit,ATM withdrawal
C000001,2024-06-28 21:35:00,upi_lending_app,2479,debit,UPI to Simpl
C000002,2024-01-01 14:00:00,atm_withdrawal,6741,debit,ATM withdrawal
C000002,2024-01-01 17:00:00,atm_withdrawal,9796,debit,ATM withdrawal
C000002,2024-01-02 14:17:00,discretionary_shopping,4109,debit,Discretionary Shopping
C000002,2024-01-03 11:00:00,savings_deposit,17695,credit,Savings deposit
C000002,2024-01-03 18:13:00,discretionary_shopping,11513,debit,Discretionary Shopping
C000002,2024-01-04 08:00:00,atm_withdrawal,17605,debit,ATM withdrawal
C000002,2024-01-04 10:02:00,discretionary_restaurant,352,debit,Discretionary Restaurant
C000002,2024-01-04 18:23:00,discretionary_entertainment,4960,debit,Discretionary Entertainment
C000002,2024-01-04 21:52:00,discretionary_shopping,8450,debit,Discretionary Shopping
C000002,2024-01-05 10:00:00,utility_electricity,5862,debit,Utility Electricity payment
C000002,2024-01-05 19:00:00,atm_withdrawal,19238,debit,ATM withdrawal
C000002,2024-01-05 23:00:00,atm_withdrawal,10213,debit,ATM withdrawal
C000002,2024-01-06 14:00:00,atm_withdrawal,3717,debit,ATM withdrawal
C000002,2024-01-08 22:34:00,discretionary_restaurant,755,debit,Discretionary Restaurant
C000002,2024-01-10 10:00:00,utility_water,1449,debit,Utility Water payment
C000002,2024-01-10 15:07:00,discretionary_restaurant,598,debit,Discretionary Restaurant
C000002,2024-01-13 15:23:00,discretionary_restaurant,2946,debit,Discretionary Restaurant
C000002,2024-01-14 10:00:00,utility_phone,2374,debit,Utility Phone payment
C000002,2024-01-14 11:00:00,savings_deposit,15968,credit,Savings deposit
C000002,2024-01-15 11:54:00,discretionary_entertainment,3471,debit,Discretionary Entertainment
C000002,2024-01-15 17:00:00,atm_withdrawal,18817,debit,ATM withdrawal
C000002,2024-01-16 11:00:00,savings_deposit,3020,credit,Savings deposit
C000002,2024-01-17 13:00:00,atm_withdrawal,22155,debit,ATM withdrawal
C000002,2024-01-19 09:00:00,atm_withdrawal,16811,debit,ATM withdrawal
C000002,2024-01-19 16:00:00,atm_withdrawal,2517,debit,ATM withdrawal
C000002,2024-01-20 14:17:00,discretionary_entertainment,768,debit,Discretionary Entertainment
C000002,2024-01-21 09:40:00,discretionary_restaurant,2101,debit,Discretionary Restaurant
C000002,2024-01-21 09:53:00,discretionary_entertainment,4508,debit,Discretionary Entertainment
C000002,2024-01-21 17:01:00,discretionary_shopping,1828,debit,Discretionary Shopping
C000002,2024-01-22 06:00:00,atm_withdrawal,6318,debit,ATM withdrawal
C000002,2024-01-23 12:41:00,discretionary_restaurant,1872,debit,Discretionary Restaurant
C000002,2024-01-23 13:13:00,discretionary_entertainment,4132,debit,Discretionary Entertainment
C000002,2024-01-24 19:09:00,discretionary_entertainment,3898,debit,Discretionary Entertainment
C000002,2024-01-24 19:34:00,discretionary_restaurant,1916,debit,Discretionary Restaurant
C000002,2024-01-25 10:00:00,atm_withdrawal,21529,debit,ATM withdrawal
C000002,2024-01-26 11:00:00,atm_withdrawal,5602,debit,ATM withdrawal
C000002,2024-01-26 13:15:00,discretionary_shopping,3063,debit,Discretionary Shopping
C000002,2024-01-26 17:13:00,discretionary_shopping,2124,debit,Discretionary Shopping
C000002,2024-01-27 13:00:00,atm_withdrawal,12766,debit,ATM withdrawal
C000002,2024-01-27 20:35:00,discretionary_shopping,4394,debit,Discretionary Shopping
C000002,2024-01-31 09:00:00,salary,158402,credit,Salary credit
C000002,2024-02-02 11:00:00,savings_deposit,7944,credit,Savings deposit
C000002,2024-02-03 09:53:00,discretionary_entertainment,1199,debit,Discretionary Entertainment
C000002,2024-02-03 10:17:00,discretionary_restaurant,2757,debit,Discretionary Restaurant
C000002,2024-02-03 14:06:00,discretionary_entertainment,3552,debit,Discretionary Entertainment
C000002,2024-02-04 11:00:00,savings_deposit,6648,credit,Savings deposit
C000002,2024-02-04 14:00:00,atm_withdrawal,20812,debit,ATM withdrawal
C000002,2024-02-04 20:44:00,discretionary_restaurant,668,debit,Discretionary Restaurant
C000002,2024-02-04 22:00:00,atm_withdrawal,8971,debit,ATM withdrawal
C000002,2024-02-05 21:00:00,atm_withdrawal,9348,debit,ATM withdrawal
C000002,2024-02-06 10:00:00,utility_water,450,debit,Utility Water payment
C000002,2024-02-06 11:00:00,savings_deposit,15132,credit,Savings deposit
C000002,2024-02-08 14:21:00,discretionary_entertainment,4215,debit,Discretionary Entertainment
C000002,2024-02-08 19:00:00,atm_withdrawal,20381,debit,ATM withdrawal
C000002,2024-02-09 20:48:00,upi_lending_app,12135,debit,UPI to ZestMoney
C000002,2024-02-10 15:00:00,atm_withdrawal,13522,debit,ATM withdrawal
C000002,2024-02-11 14:20:00,discretionary_entertainment,2588,debit,Discretionary Entertainment
C000002,2024-02-12 10:00:00,utility_electricity,6016,debit,Utility Electricity payment
C000002,2024-02-12 10:43:00,discretionary_entertainment,4385,debit,Discretionary Entertainment
C000002,2024-02-13 14:46:00,discretionary_entertainment,1278,debit,Discretionary Entertainment
C000002,2024-02-13 17:33:00,discretionary_restaurant,1407,debit,Discretionary Restaurant
C000002,2024-02-14 10:00:00,utility_phone,1159,debit,Utility Phone payment
C000002,2024-02-14 13:55:00,discretionary_shopping,11900,debit,Discretionary Shopping
C000002,2024-02-15 16:38:00,discretionary_restaurant,1962,debit,Discretionary Restaurant
C000002,2024-02-18 08:37:00,discretionary_shopping,10201,debit,Discretionary Shopping
C000002,2024-02-18 13:42:00,discretionary_shopping,3002,debit,Discretionary Shopping
C000002,2024-02-20 14:00:00,atm_withdrawal,2948,debit,ATM withdrawal
C000002,2024-02-21 17:35:00,discretionary_restaurant,1531,debit,Discretionary Restaurant
C000002,2024-02-25 14:55:00,discretionary_shopping,12813,debit,Discretionary Shopping
C000002,2024-02-25 23:00:00,atm_withdrawal,2860,debit,ATM withdrawal
C000002,2024-02-28 09:00:00,atm_withdrawal,13472,debit,ATM withdrawal
C000002,2024-02-28 11:27:00,discretionary_entertainment,4199,debit,Discretionary Entertainment
C000002,2024-02-28 18:41:00,discretionary_restaurant,2458,debit,Discretionary Restaurant
